ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Discount_Level,Complaint_Ratio,Loyal_Customer,Shipping_Efficiency,Cost_Per_Weight
4662,4,0,3,3,270,3,1,1,7,4152,0,1,0.75,0,0.75,0.06502890173410404
4663,3,0,5,2,279,4,1,0,8,4418,1,1,1.0,1,0.3333333333333333,0.0631507469443187
4664,4,0,5,1,233,4,0,1,2,4615,1,1,1.0,1,0.16666666666666666,0.0504875406283857
4665,0,0,3,3,178,4,0,1,3,4154,1,1,0.6,1,0.75,0.04285026480500722
4666,1,0,3,4,184,4,2,1,2,4052,0,1,0.6,1,1.0,0.045409674234945706
4667,2,0,3,5,202,3,1,1,2,5208,0,1,0.75,0,1.25,0.038786482334869435
4668,4,0,3,3,149,2,2,1,3,4527,0,1,1.0,0,0.75,0.03291362933510051
4669,3,0,5,2,133,2,0,0,2,4556,0,1,1.6666666666666667,0,0.3333333333333333,0.029192273924495173
4670,4,0,4,4,224,5,1,0,9,4902,1,1,0.6666666666666666,1,0.8,0.04569563443492452
4671,0,0,4,2,252,2,2,0,6,5414,0,1,1.3333333333333333,0,0.4,0.046545991872922056
4672,1,0,4,3,208,2,2,1,6,4276,1,1,1.3333333333333333,0,0.6,0.04864359214218896
4673,2,0,5,3,256,2,1,1,3,4456,0,1,1.6666666666666667,0,0.5,0.05745062836624776
4674,4,0,3,5,206,4,2,1,10,4321,1,1,0.6,1,1.25,0.04767414950242999
4675,3,0,2,1,177,4,1,0,5,4358,0,1,0.4,1,0.3333333333333333,0.040614960991280404
4676,4,2,4,4,269,4,2,0,3,5032,1,1,0.8,1,0.8,0.053457869634340224
4677,0,2,3,5,216,3,0,0,2,4242,0,1,0.75,0,1.25,0.05091937765205092
4678,1,2,3,2,221,3,0,0,7,5477,0,1,0.75,0,0.5,0.04035055687420121
4679,2,2,5,4,210,3,2,0,6,5102,0,1,1.25,0,0.6666666666666666,0.04116032928263426
4680,4,2,4,5,205,3,2,0,9,4411,0,1,1.0,0,1.0,0.0464747222851961
4681,3,2,3,3,237,3,1,0,7,4062,0,1,0.75,0,0.75,0.058345642540620385
4682,4,2,5,4,139,2,2,0,2,4217,1,1,1.6666666666666667,0,0.6666666666666666,0.03296182119990514
4683,0,2,4,4,163,3,1,1,3,4185,1,1,1.0,0,0.8,0.03894862604540024
4684,1,2,4,4,171,2,1,1,4,4962,0,1,1.3333333333333333,0,0.8,0.034461910519951636
4685,2,2,4,3,261,3,1,0,9,5994,1,1,1.0,0,0.6,0.04354354354354354
4686,4,2,4,3,195,2,1,1,8,4576,0,1,1.3333333333333333,0,0.6,0.04261363636363636
4687,3,2,4,2,190,6,0,1,5,4139,1,1,0.5714285714285714,1,0.4,0.04590480792461947
4688,4,2,5,5,236,3,0,1,4,5724,1,1,1.25,0,0.8333333333333334,0.04122990915443746
4689,0,2,3,4,254,3,2,1,6,5716,0,1,0.75,0,1.0,0.04443666899930021
4690,1,2,3,3,157,3,2,1,10,4877,0,1,0.75,0,0.75,0.03219192126307156
4691,2,2,3,1,245,3,2,0,1,5325,0,1,0.75,0,0.25,0.046009389671361506
4692,4,2,4,1,144,4,2,1,8,4303,0,1,0.8,1,0.2,0.03346502440158029
4693,3,2,5,3,217,4,1,1,3,5718,1,1,1.0,1,0.5,0.03795033228401539
4694,4,2,3,3,249,2,1,0,2,5078,0,1,1.0,0,0.75,0.049035053170539585
4695,0,2,3,2,176,2,1,0,2,5083,0,1,1.0,0,0.5,0.03462522132598859
4696,1,2,3,1,230,2,1,0,1,4970,1,1,1.0,0,0.25,0.04627766599597585
4697,2,2,3,5,204,2,2,0,5,4504,1,1,1.0,0,1.25,0.0452930728241563
4698,4,2,4,4,266,2,1,0,5,5601,0,1,1.3333333333333333,0,0.8,0.047491519371540794
4699,3,2,4,3,213,3,1,0,2,5722,0,1,1.0,0,0.6,0.03722474659210066
4700,4,2,3,4,147,3,1,0,8,5525,0,1,0.75,0,1.0,0.02660633484162896
4701,0,2,3,1,201,3,1,0,3,4556,1,1,0.75,0,0.25,0.04411764705882353
4702,1,2,2,4,248,3,1,0,5,5441,0,1,0.5,0,1.3333333333333333,0.045579856643999266
4703,2,2,4,3,167,3,2,1,5,5791,0,1,1.0,0,0.6,0.02883785183906061
4704,4,2,3,4,232,2,1,1,10,5678,0,1,1.0,0,1.0,0.040859457555477284
4705,3,2,5,3,163,3,2,1,9,4419,1,1,1.25,0,0.5,0.036886173342385156
4706,4,2,4,4,201,5,2,1,3,5901,1,1,0.6666666666666666,1,0.8,0.0340620233858668
4707,0,2,4,5,252,2,1,0,9,4157,0,1,1.3333333333333333,0,1.0,0.06062063988453211
4708,1,2,3,1,146,4,1,0,10,4583,0,1,0.6,1,0.25,0.031856862317259434
4709,2,2,5,1,160,3,2,1,3,5839,0,1,1.25,0,0.16666666666666666,0.027401952389107725
4710,4,2,5,2,167,4,1,1,10,4325,0,1,1.0,1,0.3333333333333333,0.03861271676300578
4711,3,2,4,2,224,2,2,0,8,4781,1,1,1.3333333333333333,0,0.4,0.04685212298682284
4712,4,2,4,2,239,3,2,0,5,5978,0,1,1.0,0,0.4,0.039979926396788226
4713,0,2,4,1,151,6,1,1,7,4387,0,1,0.5714285714285714,1,0.2,0.03441987690904946
4714,1,2,4,5,264,3,1,0,10,5972,0,1,1.0,0,1.0,0.04420629604822505
4715,2,2,4,2,242,3,2,1,8,4644,1,1,1.0,0,0.4,0.05211024978466839
4716,4,2,3,3,204,4,0,1,9,4712,0,1,0.6,1,0.75,0.0432937181663837
4717,3,2,3,5,260,2,2,1,1,5970,0,1,1.0,0,1.25,0.04355108877721943
4718,4,2,3,2,279,3,2,0,6,4560,0,1,0.75,0,0.5,0.06118421052631579
4719,0,2,3,4,225,4,1,0,8,5209,0,1,0.6,1,1.0,0.04319447110769822
4720,1,2,3,5,190,3,1,1,9,4468,0,1,0.75,0,1.25,0.04252461951656222
4721,2,2,4,2,152,2,1,1,7,5026,0,1,1.3333333333333333,0,0.4,0.030242737763629127
4722,4,2,3,2,201,6,2,1,7,4723,1,1,0.42857142857142855,1,0.5,0.04255769637941986
4723,3,2,3,2,191,2,2,1,7,5357,0,1,1.0,0,0.5,0.03565428411424305
4724,4,2,4,3,140,3,1,1,1,4453,0,1,1.0,0,0.6,0.03143947900291938
4725,0,2,5,3,199,4,2,0,8,5362,0,1,1.0,1,0.5,0.0371130175307721
4726,1,2,4,1,194,3,2,0,6,5282,0,1,1.0,0,0.2,0.03672851192730026
4727,2,2,4,2,273,2,1,0,5,5608,1,1,1.3333333333333333,0,0.4,0.04868045649072753
4728,4,2,4,5,259,2,2,0,4,4092,1,1,1.3333333333333333,0,1.0,0.06329423264907136
4729,3,2,4,3,180,3,2,1,5,4038,1,1,1.0,0,0.6,0.04457652303120357
4730,4,2,5,3,251,2,1,1,9,4458,0,1,1.6666666666666667,0,0.5,0.05630327501121579
4731,0,2,5,1,269,3,1,0,5,5031,0,1,1.25,0,0.16666666666666666,0.05346849532896045
4732,1,2,6,3,274,6,2,0,2,4281,0,1,0.8571428571428571,1,0.42857142857142855,0.06400373744452231
4733,2,2,5,5,250,2,2,1,10,5475,1,1,1.6666666666666667,0,0.8333333333333334,0.045662100456621
4734,4,2,3,5,265,3,2,0,8,5980,0,1,0.75,0,1.25,0.04431438127090301
4735,3,2,4,3,169,10,2,0,6,5106,1,1,0.36363636363636365,1,0.6,0.03309831570701136
4736,4,2,3,4,211,3,0,1,8,5191,1,1,0.75,0,1.0,0.04064727412829898
4737,0,2,4,4,245,2,1,1,6,5772,0,1,1.3333333333333333,0,0.8,0.042446292446292444
4738,1,2,4,1,188,2,1,1,6,5894,1,1,1.3333333333333333,0,0.2,0.03189684424838819
4739,2,2,3,5,244,2,2,0,10,4064,1,1,1.0,0,1.25,0.060039370078740155
4740,4,2,3,5,233,3,2,0,7,5787,0,1,0.75,0,1.25,0.04026265768100916
4741,3,2,3,1,144,3,2,0,6,4163,0,1,0.75,0,0.25,0.03459043958683641
4742,4,2,3,5,221,2,1,0,6,5289,0,1,1.0,0,1.25,0.04178483645301569
4743,0,2,3,5,267,2,0,1,2,5062,1,1,1.0,0,1.25,0.05274595021730541
4744,1,2,3,1,211,3,0,0,7,5178,0,1,0.75,0,0.25,0.04074932406334492
4745,2,2,4,1,205,3,1,0,10,4923,0,1,1.0,0,0.2,0.041641275644931953
4746,4,2,3,2,144,3,0,1,1,5307,0,1,0.75,0,0.5,0.027133973996608253
4747,3,2,3,3,195,7,2,0,4,4614,0,1,0.375,1,0.75,0.04226267880364109
4748,4,2,5,5,232,7,2,1,6,5139,0,1,0.625,1,0.8333333333333334,0.04514496983848998
4749,0,2,5,3,199,10,2,0,1,5865,0,1,0.45454545454545453,1,0.5,0.03393009377664109
4750,1,2,5,5,232,3,1,0,5,5338,0,1,1.25,0,0.8333333333333334,0.043461970775571374
4751,2,2,5,4,272,2,1,0,1,5983,1,1,1.6666666666666667,0,0.6666666666666666,0.04546214273775698
4752,4,2,2,4,167,2,2,1,1,4344,0,1,0.6666666666666666,0,1.3333333333333333,0.03844383057090239
4753,3,2,3,4,272,8,0,0,10,4070,0,1,0.3333333333333333,1,1.0,0.06683046683046683
4754,4,2,6,2,247,4,1,1,10,1556,0,1,1.2,1,0.2857142857142857,0.15874035989717222
4755,0,2,5,5,275,4,2,1,9,1215,1,1,1.0,1,0.8333333333333334,0.22633744855967078
4756,1,2,6,4,291,4,1,0,8,1131,0,1,1.2,1,0.5714285714285714,0.2572944297082228
4757,2,2,6,5,265,4,1,1,7,1404,1,1,1.2,1,0.7142857142857143,0.18874643874643873
4758,4,2,7,3,250,5,2,0,4,1163,1,1,1.1666666666666667,1,0.375,0.21496130696474636
4759,3,2,7,2,291,4,1,0,8,1275,0,1,1.4,1,0.25,0.22823529411764706
4760,4,2,6,5,255,4,1,0,9,1197,0,1,1.2,1,0.7142857142857143,0.21303258145363407
4761,0,2,6,5,290,4,2,1,2,1867,1,1,1.2,1,0.7142857142857143,0.15532940546331012
4762,1,2,5,5,276,4,1,1,2,1411,1,1,1.0,1,0.8333333333333334,0.19560595322466337
4763,2,2,4,1,149,3,2,0,8,1136,0,1,1.0,0,0.2,0.1311619718309859
4764,4,2,3,3,201,6,2,1,2,4984,0,1,0.42857142857142855,1,0.75,0.040329052969502406
4765,3,2,3,4,191,2,2,1,8,5667,1,1,1.0,0,1.0,0.03370389977060173
4766,4,2,4,4,140,3,1,0,4,5924,1,1,1.0,0,0.8,0.02363268062120189
4767,0,2,5,4,199,4,2,1,2,4902,1,1,1.0,1,0.6666666666666666,0.04059567523459812
4768,1,2,4,1,194,3,2,0,9,5804,0,1,1.0,0,0.2,0.033425223983459686
4769,2,1,4,5,273,2,1,0,9,5724,0,1,1.3333333333333333,0,1.0,0.04769392033542977
4770,4,1,4,4,259,2,2,0,8,4672,0,1,1.3333333333333333,0,0.8,0.05543664383561644
4771,3,1,4,5,180,3,2,0,1,5088,0,1,1.0,0,1.0,0.03537735849056604
4772,4,1,5,4,251,2,1,0,3,5347,1,1,1.6666666666666667,0,0.6666666666666666,0.046942210585374976
4773,0,1,5,3,269,3,1,0,8,4811,0,1,1.25,0,0.5,0.05591353149033465
4774,1,1,6,3,274,6,2,0,1,4632,0,1,0.8571428571428571,1,0.42857142857142855,0.059153713298791016
4775,2,1,5,2,250,2,2,0,6,5565,0,1,1.6666666666666667,0,0.3333333333333333,0.044923629829290206
4776,4,1,3,3,265,3,2,0,3,5241,0,1,0.75,0,0.75,0.05056286968135852
4777,3,1,4,5,169,10,2,0,6,4385,0,1,0.36363636363636365,1,1.0,0.03854047890535918
4778,4,1,3,3,211,3,0,0,4,4354,1,1,0.75,0,0.75,0.04846118511713367
4779,0,1,4,1,245,2,1,1,5,5324,1,1,1.3333333333333333,0,0.2,0.04601803155522164
4780,1,1,4,5,188,2,1,0,4,4433,0,1,1.3333333333333333,0,1.0,0.042409203699526284
4781,2,1,3,5,244,2,2,1,8,5715,1,1,1.0,0,1.25,0.04269466316710411
4782,4,1,3,4,233,3,2,0,10,4626,0,1,0.75,0,1.0,0.050367488110678774
4783,3,1,3,4,144,3,2,1,8,5867,1,1,0.75,0,1.0,0.0245440599965911
4784,4,1,3,1,221,2,1,0,7,5320,0,1,1.0,0,0.25,0.04154135338345865
4785,0,1,3,5,267,2,0,1,1,4195,1,1,1.0,0,1.25,0.06364719904648392
4786,1,1,3,4,211,3,0,1,1,5144,0,1,0.75,0,1.0,0.04101866251944013
4787,2,1,4,4,205,3,1,1,6,4254,0,1,1.0,0,0.8,0.04818993888105313
4788,4,1,3,2,144,3,0,0,9,4428,1,1,0.75,0,0.5,0.032520325203252036
4789,3,1,3,4,195,7,2,0,9,5829,0,1,0.375,1,1.0,0.033453422542460115
4790,4,1,5,3,232,7,2,1,6,5285,1,1,0.625,1,0.5,0.04389782403027436
4791,0,0,5,1,199,10,2,0,8,4140,0,1,0.45454545454545453,1,0.16666666666666666,0.04806763285024154
4792,1,0,5,5,232,3,1,0,3,5718,1,1,1.25,0,0.8333333333333334,0.04057362714235747
4793,2,0,5,3,272,2,1,0,4,5112,0,1,1.6666666666666667,0,0.5,0.053208137715179966
4794,4,0,2,2,167,2,2,0,3,5894,1,1,0.6666666666666666,0,0.6666666666666666,0.02833389888021717
4795,3,0,3,3,272,8,0,1,7,5257,1,1,0.3333333333333333,1,0.75,0.05174053642762032
4796,4,0,6,4,247,4,1,0,2,1326,0,1,1.2,1,0.5714285714285714,0.18627450980392157
4797,0,0,5,2,275,4,2,0,10,1141,1,1,1.0,1,0.3333333333333333,0.24101665205959685
4798,1,0,6,5,291,4,1,1,9,1413,0,1,1.2,1,0.7142857142857143,0.2059447983014862
4799,2,0,6,1,265,4,1,0,7,1644,1,1,1.2,1,0.14285714285714285,0.16119221411192214
4800,4,0,7,2,250,5,2,1,9,1327,0,1,1.1666666666666667,1,0.25,0.18839487565938207
4801,3,0,7,1,291,4,1,1,2,1216,1,1,1.4,1,0.125,0.2393092105263158
4802,4,0,6,1,255,4,1,0,2,1385,0,1,1.2,1,0.14285714285714285,0.18411552346570398
4803,0,0,6,2,290,4,2,0,9,1339,0,1,1.2,1,0.2857142857142857,0.21657953696788648
4804,1,0,6,3,247,4,2,0,4,1476,1,1,1.2,1,0.42857142857142855,0.1673441734417344
4805,2,0,6,2,152,2,1,0,9,1993,0,1,2.0,0,0.2857142857142857,0.07626693426994481
4806,4,0,7,5,278,4,1,0,5,1572,1,1,1.4,1,0.625,0.17684478371501272
4807,3,0,6,1,260,4,2,0,2,1131,0,1,1.2,1,0.14285714285714285,0.22988505747126436
4808,4,0,6,3,254,4,1,1,6,1335,0,1,1.2,1,0.42857142857142855,0.1902621722846442
4809,0,0,2,4,151,4,1,0,6,1803,0,1,0.4,1,1.3333333333333333,0.08374930671103716
4810,1,0,2,5,198,2,2,1,4,1913,1,1,0.6666666666666666,0,1.6666666666666667,0.10350235232618923
4811,2,0,6,4,243,4,1,1,9,1353,1,1,1.2,1,0.5714285714285714,0.17960088691796008
4812,4,0,6,5,245,4,1,0,8,1403,0,1,1.2,1,0.7142857142857143,0.17462580185317178
4813,3,2,6,4,300,4,1,0,8,1301,1,1,1.2,1,0.5714285714285714,0.23059185242121444
4814,4,2,6,1,303,4,2,0,10,1003,0,1,1.2,1,0.14285714285714285,0.3020937188434696
4815,0,2,7,3,286,4,1,0,3,1670,0,1,1.4,1,0.375,0.17125748502994012
4816,1,2,7,2,248,4,2,0,1,1163,1,1,1.4,1,0.25,0.21324161650902837
4817,2,2,6,5,244,4,1,1,9,1789,1,1,1.2,1,0.7142857142857143,0.1363890441587479
4818,4,2,7,1,290,4,1,0,9,1885,0,1,1.4,1,0.125,0.15384615384615385
4819,3,2,4,3,260,5,1,1,10,1832,1,1,0.6666666666666666,1,0.6,0.14192139737991266
4820,4,2,6,5,310,4,2,1,1,1105,1,1,1.2,1,0.7142857142857143,0.28054298642533937
4821,0,2,6,3,247,4,1,1,3,1616,1,1,1.2,1,0.42857142857142855,0.15284653465346534
4822,1,2,6,5,281,4,1,1,8,1241,1,1,1.2,1,0.7142857142857143,0.2264302981466559
4823,2,2,6,3,260,4,2,1,9,1800,0,1,1.2,1,0.42857142857142855,0.14444444444444443
4824,4,2,6,1,263,4,1,0,6,1153,0,1,1.2,1,0.14285714285714285,0.22810060711188204
4825,3,2,5,1,285,4,2,0,10,1428,0,1,1.0,1,0.16666666666666666,0.19957983193277312
4826,4,2,3,4,269,3,2,1,9,5133,1,1,0.75,0,1.0,0.05240600038963569
4827,0,2,2,5,205,6,1,1,2,5671,0,1,0.2857142857142857,1,1.6666666666666667,0.03614882736730735
4828,1,2,3,2,109,3,1,1,4,5746,0,1,0.75,0,0.5,0.01896971806474069
4829,2,2,5,4,216,2,1,0,6,4535,0,1,1.6666666666666667,0,0.6666666666666666,0.04762954796030871
4830,4,2,3,2,184,3,2,0,8,4994,0,1,0.75,0,0.5,0.0368442130556668
4831,3,2,4,4,106,2,1,1,6,5984,0,1,1.3333333333333333,0,0.8,0.01771390374331551
4832,4,2,3,1,228,2,1,0,5,4456,1,1,1.0,0,0.25,0.05116696588868941
4833,0,2,4,5,140,3,2,0,8,4956,0,1,1.0,0,1.0,0.02824858757062147
4834,1,2,4,3,251,3,2,1,5,4206,0,1,1.0,0,0.6,0.05967665240133143
4835,2,2,3,3,153,3,2,1,5,4578,1,1,0.75,0,0.75,0.033420707732634336
4836,4,2,4,4,176,2,2,0,1,5793,0,1,1.3333333333333333,0,0.8,0.03038149490764716
4837,3,2,4,3,206,2,2,0,4,5194,1,1,1.3333333333333333,0,0.6,0.039661147477859066
4838,4,2,3,3,189,2,1,0,9,4690,0,1,1.0,0,0.75,0.04029850746268657
4839,0,2,2,2,251,6,2,0,1,4165,1,1,0.2857142857142857,1,0.6666666666666666,0.060264105642256906
4840,1,2,4,3,155,3,1,0,1,4360,1,1,1.0,0,0.6,0.03555045871559633
4841,2,2,6,4,260,5,2,1,2,4687,1,1,1.0,1,0.5714285714285714,0.055472583742265845
4842,4,2,5,1,156,6,2,0,4,4821,0,1,0.7142857142857143,1,0.16666666666666666,0.03235843186060983
4843,3,2,4,2,225,2,2,1,7,5241,1,1,1.3333333333333333,0,0.4,0.04293073840870063
4844,4,2,6,5,284,4,2,1,8,5346,1,1,1.2,1,0.7142857142857143,0.05312383090160868
4845,0,2,5,3,263,2,1,1,3,4474,1,1,1.6666666666666667,0,0.5,0.05878408582923558
4846,1,2,3,3,238,2,2,1,2,5512,0,1,1.0,0,0.75,0.043178519593613934
4847,2,2,5,4,267,2,1,1,7,5292,0,1,1.6666666666666667,0,0.6666666666666666,0.05045351473922902
4848,4,2,3,3,101,2,2,1,9,4860,0,1,1.0,0,0.75,0.020781893004115225
4849,3,2,3,1,175,3,2,1,1,4872,0,1,0.75,0,0.25,0.035919540229885055
4850,4,2,4,5,261,2,1,1,3,4119,0,1,1.3333333333333333,0,1.0,0.06336489439184267
4851,0,2,5,3,150,3,1,1,10,4799,1,1,1.25,0,0.5,0.0312565117732861
4852,1,2,3,5,206,4,2,0,2,5829,1,1,0.6,1,1.25,0.03534053868588094
4853,2,2,4,4,254,4,1,0,10,4827,0,1,0.8,1,0.8,0.052620675367723226
4854,4,2,4,2,159,3,1,1,5,4985,1,1,1.0,0,0.4,0.03189568706118355
4855,3,2,2,5,284,3,2,1,6,4575,0,1,0.5,0,1.6666666666666667,0.06207650273224044
4856,4,2,3,1,170,2,1,1,9,4112,0,1,1.0,0,0.25,0.04134241245136187
4857,0,2,4,5,245,3,1,0,7,4297,0,1,1.0,0,1.0,0.057016523155690016
4858,1,2,4,5,152,3,2,1,5,5191,0,1,1.0,0,1.0,0.029281448661144287
4859,2,2,5,4,193,4,0,0,4,5757,1,1,1.0,1,0.6666666666666666,0.03352440507208616
4860,4,2,5,3,231,2,1,1,8,5743,1,1,1.6666666666666667,0,0.5,0.04022288002786
4861,3,2,4,1,212,3,1,1,3,4896,0,1,1.0,0,0.2,0.04330065359477124
4862,4,2,3,4,185,2,2,1,8,5449,1,1,1.0,0,1.0,0.03395118370343182
4863,0,2,4,3,223,3,1,0,10,5560,1,1,1.0,0,0.6,0.04010791366906475
4864,1,2,4,1,241,4,2,1,9,5360,0,1,0.8,1,0.2,0.04496268656716418
4865,2,2,5,4,215,3,1,0,5,5552,1,1,1.25,0,0.6666666666666666,0.03872478386167147
4866,4,2,4,5,261,2,2,1,6,5920,0,1,1.3333333333333333,0,1.0,0.04408783783783784
4867,3,2,4,3,158,5,2,0,7,4344,1,1,0.6666666666666666,1,0.6,0.0363720073664825
4868,4,2,3,3,166,2,2,0,8,5871,0,1,1.0,0,0.75,0.028274569919945494
4869,0,2,4,3,280,6,0,1,8,4525,0,1,0.5714285714285714,1,0.6,0.061878453038674036
4870,1,2,3,2,264,3,1,0,8,5831,0,1,0.75,0,0.5,0.045275252958326184
4871,2,2,3,3,204,2,2,1,6,5612,0,1,1.0,0,0.75,0.036350677120456164
4872,4,2,4,4,261,2,2,0,9,5306,1,1,1.3333333333333333,0,0.8,0.049189596683000374
4873,3,2,6,4,138,3,2,0,4,4225,0,1,1.5,0,0.5714285714285714,0.03266272189349113
4874,4,2,4,4,225,2,2,1,10,4829,1,1,1.3333333333333333,0,0.8,0.046593497618554566
4875,0,2,4,4,238,5,1,1,1,4753,0,1,0.6666666666666666,1,0.8,0.050073637702503684
4876,1,2,4,5,234,3,2,0,3,5142,1,1,1.0,0,1.0,0.045507584597432905
4877,2,2,4,2,237,3,1,0,7,4785,0,1,1.0,0,0.4,0.049529780564263326
4878,4,2,3,3,165,3,2,0,4,5924,1,1,0.75,0,0.75,0.02785280216070223
4879,3,2,2,1,148,2,1,1,10,5939,1,1,0.6666666666666666,0,0.3333333333333333,0.02492002020542179
4880,4,2,5,1,148,4,0,1,2,5821,1,1,1.0,1,0.16666666666666666,0.02542518467617248
4881,0,2,3,3,218,3,1,0,4,5086,1,1,0.75,0,0.75,0.042862760519071966
4882,1,2,4,5,218,6,1,1,5,4364,1,1,0.5714285714285714,1,1.0,0.04995417048579285
4883,2,2,4,3,181,4,1,0,8,5106,0,1,0.8,1,0.6,0.0354484919702311
4884,4,2,2,1,138,2,1,1,8,4932,1,1,0.6666666666666666,0,0.3333333333333333,0.027980535279805353
4885,3,2,3,4,206,3,0,1,5,4022,0,1,0.75,0,1.0,0.051218299353555444
4886,4,2,5,1,172,2,0,0,7,5165,0,1,1.6666666666666667,0,0.16666666666666666,0.03330106485963214
4887,0,2,4,2,160,2,0,0,5,4343,0,1,1.3333333333333333,0,0.4,0.03684089339166475
4888,1,2,5,2,225,4,1,1,1,4328,1,1,1.0,1,0.3333333333333333,0.05198706099815157
4889,2,2,6,5,206,6,1,1,2,4014,1,1,0.8571428571428571,1,0.7142857142857143,0.05132037867463876
4890,4,2,5,5,232,3,1,0,2,4545,1,1,1.25,0,0.8333333333333334,0.05104510451045104
4891,3,2,3,4,232,3,1,0,6,4050,0,1,0.75,0,1.0,0.05728395061728395
4892,4,2,3,4,197,2,1,0,3,4865,0,1,1.0,0,1.0,0.04049331963001028
4893,0,2,5,1,246,3,1,0,3,5013,0,1,1.25,0,0.16666666666666666,0.049072411729503294
4894,1,2,3,4,241,3,2,1,3,4047,0,1,0.75,0,1.0,0.05955028416110699
4895,2,2,6,5,211,4,2,0,4,4032,0,1,1.2,1,0.7142857142857143,0.05233134920634921
4896,4,2,3,3,162,2,1,0,9,4903,0,1,1.0,0,0.75,0.03304099530899449
4897,3,2,3,1,264,4,1,1,10,4265,0,1,0.6,1,0.25,0.06189917936694021
4898,4,2,5,3,211,3,1,0,5,5087,0,1,1.25,0,0.5,0.04147827796343621
4899,0,2,4,5,159,5,1,0,7,4063,0,1,0.6666666666666666,1,1.0,0.0391336450898351
4900,1,2,5,5,166,2,0,0,2,4562,1,1,1.6666666666666667,0,0.8333333333333334,0.03638754932047348
4901,2,2,4,4,163,6,2,1,1,4584,0,1,0.5714285714285714,1,0.8,0.03555846422338569
4902,4,2,4,3,164,2,1,1,3,5735,0,1,1.3333333333333333,0,0.6,0.02859633827375763
4903,3,2,5,1,255,3,0,1,6,4044,1,1,1.25,0,0.16666666666666666,0.06305637982195846
4904,4,2,4,3,153,3,2,0,6,5748,0,1,1.0,0,0.6,0.02661795407098121
4905,0,2,3,1,165,2,1,1,6,4445,0,1,1.0,0,0.25,0.03712035995500562
4906,1,1,3,2,162,3,2,1,6,4505,1,1,0.75,0,0.5,0.03596004439511654
4907,2,1,3,1,223,3,1,1,8,5318,0,1,0.75,0,0.25,0.04193305754042873
4908,4,1,3,4,200,2,2,0,6,4751,1,1,1.0,0,1.0,0.042096400757735214
4909,3,1,3,5,194,3,2,0,3,4435,1,1,0.75,0,1.25,0.043742953776775645
4910,4,1,3,1,257,2,1,1,6,4897,1,1,1.0,0,0.25,0.052481110884214824
4911,0,1,2,1,188,2,1,1,5,5250,0,1,0.6666666666666666,0,0.3333333333333333,0.03580952380952381
4912,1,1,3,4,221,3,2,0,1,5391,0,1,0.75,0,1.0,0.040994249675384904
4913,2,1,4,4,193,2,1,0,6,4855,1,1,1.3333333333333333,0,0.8,0.03975283213182286
4914,4,1,3,1,166,2,1,1,2,5710,1,1,1.0,0,0.25,0.02907180385288967
4915,3,1,4,4,212,2,2,1,8,4239,0,1,1.3333333333333333,0,0.8,0.05001179523472517
4916,4,1,3,2,252,3,2,1,7,4507,0,1,0.75,0,0.5,0.05591302418460173
4917,0,1,3,1,155,2,1,1,7,4221,1,1,1.0,0,0.25,0.0367211561241412
4918,1,1,4,5,244,4,2,0,2,5365,1,1,0.8,1,1.0,0.045479962721342033
4919,2,1,3,3,162,2,2,1,7,5719,1,1,1.0,0,0.75,0.028326630529812904
4920,4,1,2,1,228,2,2,1,10,4854,1,1,0.6666666666666666,0,0.3333333333333333,0.04697156983930779
4921,3,1,4,3,208,3,2,0,3,4837,1,1,1.0,0,0.6,0.04300186065743229
4922,4,1,5,3,156,3,2,1,7,4293,0,1,1.25,0,0.5,0.0363382250174703
4923,0,1,3,1,209,2,0,0,1,5779,1,1,1.0,0,0.25,0.03616542654438484
4924,1,1,4,5,203,2,2,0,8,4450,1,1,1.3333333333333333,0,1.0,0.04561797752808989
4925,2,1,4,4,196,5,0,0,7,4622,0,1,0.6666666666666666,1,0.8,0.04240588489831242
4926,4,1,4,4,256,3,1,1,8,4398,0,1,1.0,0,0.8,0.05820827648931332
4927,3,1,4,5,159,4,2,0,4,4816,0,1,0.8,1,1.0,0.03301495016611296
4928,4,0,5,5,137,4,1,1,4,5888,0,1,1.0,1,0.8333333333333334,0.02326766304347826
4929,0,0,2,5,271,3,1,1,4,5775,0,1,0.5,0,1.6666666666666667,0.04692640692640693
4930,1,0,5,1,264,2,2,0,3,4056,1,1,1.6666666666666667,0,0.16666666666666666,0.0650887573964497
4931,2,0,2,2,264,3,2,1,1,4518,0,1,0.5,0,0.6666666666666666,0.05843293492695883
4932,4,0,4,3,205,2,2,1,10,4178,1,1,1.3333333333333333,0,0.6,0.04906653901388224
4933,3,0,5,1,266,3,1,1,10,5858,0,1,1.25,0,0.16666666666666666,0.04540798907476955
4934,4,0,5,4,200,3,2,0,8,5206,1,1,1.25,0,0.6666666666666666,0.0384172109104879
4935,0,0,4,4,154,6,2,0,10,4361,1,1,0.5714285714285714,1,0.8,0.03531300160513644
4936,1,0,3,2,178,3,1,1,4,5119,1,1,0.75,0,0.5,0.034772416487595235
4937,2,0,5,2,198,3,1,0,7,5768,1,1,1.25,0,0.3333333333333333,0.03432732316227462
4938,4,0,3,4,218,2,2,1,2,5973,0,1,1.0,0,1.0,0.03649757240917462
